,Unnamed: 0,name,ge,number,year,director,writer,act,length,type,region
4245,4245,冰海陷落 Hunter Killer,6.8,20344,2018,多诺万·玛什,"阿恩·施密特,杰米·莫斯","杰拉德·巴特勒,托比·斯蒂芬斯,加里·奥德曼,科曼,琳达·卡德里尼,米哈伊尔·戈尔沃伊,迈克尔·吉普森,邓普希·博弗尔,克里·约翰逊,亚当·詹姆斯,亨利·古德曼,科林·斯廷顿,卡特·麦金太尔,施恩·泰勒,米基·柯林斯,威尔·阿滕伯勒,大卫·吉亚西,吴国耀,泰勒·约翰·史密斯,加布里埃尔·查瓦里亚,柯斯莫·贾维斯,迈克尔·特鲁科,雷恩·麦帕林,赞恩·霍尔茨,尤里·科洛科利尼科夫,伊戈尔·日日金,伊利亚·沃里克,Hristo Mitzkov,迈克尔·恩奎斯特,卡罗琳·古多尔,大卫·叶兰德,斯图尔特·米里根,李·阿斯奎斯-柯,西奥·巴克利姆-比格斯,内森·库珀,迪诺·法赞尼,所罗门·塔伊沃·贾斯提费尔德,马里安·洛伦西克,贾森·马修森,伯纳多·桑托斯,阿塔纳斯·斯雷布雷夫",122分钟,"动作,战争","英国,中国大陆,美国"
4246,4246,去年冬天与你分手 去年の冬、きみと別れ,7.7,19536,2018,泷本智行,大石哲也,"岩田刚典,山本美月,斋藤工,浅见伶奈,北村一辉,土村芳",119分钟,"剧情,悬疑,犯罪",日本
4247,4247,热舞甜心 Honey,7.3,16885,2003,比勒·沃道夫,"Alonzo Brown,Kim Watson","杰西卡·阿尔芭,Romeo,梅奇·费法,乔伊·布赖恩特,大卫·莫斯科",94 分钟,"剧情,爱情,音乐",美国
4248,4248,回到爱开始的地方,6.4,17081,2013,林孝谦,"罗诗,吕安弦,林孝谦","周渝民,刘诗诗,周一围,刘芸,张复建",94分钟,"剧情,爱情","中国大陆,中国台湾"
4249,4249,紫色 The Color Purple,8.5,18457,1985,史蒂文·斯皮尔伯格,"门诺·迈依杰斯,爱丽丝·沃克","丹尼·格洛弗,乌比·戈德堡,玛格丽特·艾弗瑞,奥普拉·温弗瑞,威拉德·E·普,阿科苏阿·巴西亚,德斯雷塔·杰克逊,阿道夫·恺撒,蕾伊·道恩·钟,丹娜·爱薇,伦纳德·杰克逊,贝内·吉约里,小约翰·巴顿,卡尔·安德森,苏珊·博宾,劳伦斯·菲什伯恩",154分钟,剧情,美国
4250,4250,神探驾到 浮華宴,4.4,14445,2015,"黄百鸣,邱礼涛","黄子桓,约翰·博因顿·普里斯特利","古天乐,张翰,曾志伟,毛舜筠,柳岩,林家栋,周秀娜,吴千语,黄百鸣,甄子丹,陈慧琳",92分钟,"喜剧,爱情,悬疑,奇幻","中国香港,中国大陆"
4251,4251,江南1970 강남 1970,6.7,19882,2015,庾河,庾河,"李敏镐,金来沅,郑镇荣,金雪炫,刘承睦,崔镇浩,严孝燮,金智秀",141分钟,"剧情,动作",韩国
4252,4252,喜欢你 好きだ、,7.0,17185,2005,石川宽,石川宽,"宫崎葵,西岛秀俊,永作博美,永山瑛太,加濑亮,野波麻帆,大森南朋",104分钟,"剧情,爱情",日本
4253,4253,谍影特工 The November Man,6.4,13479,2014,罗杰·唐纳森,"迈克尔·芬奇,卡尔·盖杜谢克,比尔·格兰杰","皮尔斯·布鲁斯南,欧嘉·柯瑞兰寇,卢克·布雷西,卡特琳娜·斯柯松,威尔·帕顿,比尔·斯米托洛维奇,伊莉萨·泰勒-科特尔,拉扎尔·里斯托夫斯基,帕特里克·肯尼迪",102分钟(中国大陆),惊悚,美国
4254,4254,美国动物 American Animals,7.0,16015,2018,巴特·雷顿,巴特·雷顿,"埃文·彼得斯,巴里·基奥恩,布莱克·詹纳,安·唐德,乌多·基尔,杰瑞德·亚伯拉汉姆森,盖里·巴萨拉巴,拉腊·格赖斯,简·麦克尼尔,韦恩·杜瓦尔",116分钟,"剧情,犯罪","英国,美国"
4255,4255,霓虹恶魔 The Neon Demon,6.3,20198,2016,尼古拉斯·温丁·雷弗恩,尼古拉斯·温丁·雷弗恩,"艾丽·范宁,阿比·丽,贝拉·希思科特,吉娜·马隆,卡尔·格洛斯曼,戴斯蒙德·哈灵顿,克里斯蒂娜·亨德里克斯,基努·里维斯,查尔斯·贝克,杰米·克莱顿,史迪茜·丁泽,丽贝卡·达扬,海伦·威尔森,侯达·史伦塔,泰勒·希尔",117分钟,"剧情,惊悚","法国,丹麦,美国"
4256,4256,我爱的是你爱我,5.4,15853,2013,马志宇,马志宇,"张涵予,王珞丹,朱丹,王柏杰,李呈媛,张浩天,孙兴,李威,陈欣健,王玥兮",97分钟,"剧情,爱情",中国大陆
4257,4257,恐怖废墟 The Ruins,6.5,20394,2008,卡特·史密斯,斯科特·B·史密斯,"乔纳森·塔克,吉娜·马隆,劳拉·莱姆希,肖恩·阿什莫,乔·安德森",90 分钟,"惊悚,恐怖","美国,德国,澳大利亚"
4258,4258,死亡飞车2 Death Race 2,6.3,14875,2010,罗伊·雷内,"保罗·安德森,托尼·基格里奥","鲁克·高斯,劳伦·科汉,肖恩·宾,文·瑞姆斯,塔尼特·菲尼克斯,帕特里克·利斯特,道比·欧帕瑞,弗雷德里克·凯勒,仇云波,丹尼·特雷霍,乔·瓦兹,Danny Keogh,Hennie Bosman,Warrick Grier,Sean Higgs",100分钟,"动作,科幻,惊悚","南非,德国"
4259,4259,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,9.7,14835,2011,"尼克·莫里斯,Laurence Connor","Richard Stilgoe,安德鲁·洛伊德·韦伯,加斯顿·勒鲁","莱明·卡莱姆罗,席爱拉·博格斯,哈德利·弗雷泽,Sergei Polunin",137分钟,"剧情,音乐,歌舞",英国
4260,4260,天兆 Signs,6.5,16401,2002,M·奈特·沙马兰,M·奈特·沙马兰,"梅尔·吉布森,华金·菲尼克斯,罗瑞·卡尔金,阿比盖尔·布雷斯林,切莉·琼斯,M·奈特·沙马兰",106 分钟,"剧情,科幻,悬疑,惊悚",美国
4261,4261,爱到底,6.0,18783,2009,"方文山,九把刀,黄子佼,陈奕先","方文山,九把刀,黄子佼,陈奕先,蔡灿得","刘心悠,范逸臣,陈柏霖,陈怡蓉,柯宇纶,周采诗,川岛茉树代,苏有朋,朱孝天,陆弈静,曾恺玹,赖雅妍,莫子仪,蓝正龙,田中千绘,邱翊橙,阮经天,柯有伦,邱胜翊,叶安婷,郭静",93 分钟,"剧情,喜剧,爱情",中国台湾
4262,4262,舞女纯情 댄서의 순정,6.8,15542,2005,朴英勋,"朴英勋,Gye-ok Park","文根英,朴健衡 Park Geon-Hyeong,朴元尚,李宰久,尹赞,郑柔美,金基秀,金智英",110分钟,"剧情,喜剧,爱情",韩国
4263,4263,夜空总有最大密度的蓝色 夜空はいつでも最高密度の青色だ,7.5,19231,2017,石井裕也,"石井裕也,最果夕日","石桥静河,池松壮亮,松田龙平,市川实日子,田中哲司,佐藤玲,三浦贵大,大西力,野嵜好美",108分钟,"剧情,爱情",日本
4264,4264,大力神 The Legend of Hercules,4.9,16314,2014,雷尼·哈林,"希恩·胡德,丹尼尔·吉阿,雷尼·哈林,朱利奥·史蒂夫","凯南·鲁兹,盖亚·维斯,斯科特·阿金斯,罗姗妮·麦琪,利亚姆·加里根,连姆·麦肯泰尔,拉德·舍博德兹加,乔纳森·斯卡奇,卢克·纽伯里,肯尼思·库兰汉姆,玛丽亚·盖尔,萨拉·吉瓦蒂,迪米特尔·多切诺夫,尼古拉·索蒂罗夫,拉多斯拉夫·巴瓦诺夫",99分钟,"动作,冒险",美国
4265,4265,天使A Angel-A,7.7,18289,2005,吕克·贝松,吕克·贝松,"贾梅尔·杜布兹,丽·拉丝姆森,Gilbert Melki,塞尔日·里亚布金",91 分钟,"喜剧,爱情,奇幻",法国
4266,4266,疯狂的麦克斯2 Mad Max 2,7.3,13516,1981,乔治·米勒,"乔治·米勒,特里·海斯,Brian Hannant","梅尔·吉布森,布鲁斯·斯宾斯,弗农·威尔斯,维吉尼亚·海伊,威廉·扎帕,Max Phipps,阿基·惠特利,Steve J. Spears,Syd Heylen,泰勒·科宾,Harold Baigent",95分钟,"动作,科幻,惊悚,冒险",澳大利亚
4267,4267,人鱼朵朵 人魚朵朵,6.9,16244,2005,李芸婵,李芸婵,"徐若瑄,周群达,坣娜,朱约信,阮文萍",94分钟,"剧情,爱情,奇幻",中国台湾
4268,4268,龙珠Z：复活的弗利萨 ドラゴンボールZ 復活のF,5.7,13190,2015,山室直儀,鸟山明,"野泽雅子,堀川亮,鹤广美,佐藤正治,田中真弓,古川登志夫,草尾毅,绿川光,花江夏树,皆口裕子,田中亮一,伊藤美纪,大友龙三郎,斋藤志郎,中井和哉,稻田彻,麻生智久,服卷浩司,平井启二,藤本隆弘,森下由树子,小川慎太郎,小杉史哉,滑川洋平,井野优,川上晃二,增尾与佑,牛田裕子,金香里,高桥花林,山下真纪,千叶繁,山田荣子,玄田哲章,中川翔子,百田夏菜子,玉井诗织,佐佐木彩夏,有安杏果,高城灵似,森田成一,山寺宏一,中尾隆圣",94分钟,动画,日本
4269,4269,缺席的人 The Man Who Wasn't There,8.3,19993,2001,乔尔·科恩,"乔尔·科恩,伊桑·科恩","比利·鲍伯·松顿,弗兰西斯·麦克多蒙德,迈克尔·巴达鲁科,詹姆斯·甘多菲尼,凯瑟琳·博罗维茨,乔·鲍里托,斯嘉丽·约翰逊,理查德·詹金斯,托尼·夏尔赫布,Christopher Kriesa,布莱恩·黑利,杰克·麦吉,格雷格·宾克利,阿兰·弗吉,利利安·查维,亚当·亚里克斯-马里,特德·鲁尼,亚布拉哈姆·本鲁比,Christian Ferratti,Rhoda Gemignani,布鲁克·史密斯,Nicholas Lanier,汤姆·达尔格伦,布思·科尔曼,克里斯托弗·麦克唐纳,George Ives,德文·科尔·博里索夫,Mary Bogue,戈登·哈特,Leonard Crofoot,Audrey K. Baranishyn,Craig Berenson,琼·布莱尔,杰弗里·古尔德,菲尔霍恩,约翰·迈克尔·辛吉斯,詹妮弗·杰森·李,彼得·舒鲁姆,Max Thayer",116 分钟,"剧情,犯罪","美国,英国"
4270,4270,热浴盆时光机 Hot Tub Time Machine,6.5,18824,2010,斯蒂夫·平克,"乔什·贺德,西恩·安德斯,John Morris","约翰·库萨克,罗伯·考德瑞,克雷格·罗宾森,克拉克·杜克,克里斯平·格洛弗,丽兹·卡潘,切维·切斯,塞巴斯蒂安·斯坦",101 分钟,"喜剧,科幻",美国
4271,4271,美姐,7.8,20233,2012,郝杰,"郝杰,葛夏","叶兰,冯四,葛夏,冯云,李玉琴,郝帼英,杭志鹏,杜焕荣",91分钟,"剧情,爱情,家庭",中国大陆
4272,4272,旅行终点 The End of the Tour,7.9,19777,2015,詹姆斯·庞索特,"唐纳德·马格利斯,大卫·利普斯基","杰森·席格尔,杰西·艾森伯格,安娜·克拉姆斯基,麦米·古默,琼·库萨克,朗·里维斯顿,米奇·萨姆纳,琳赛·伊丽莎白",106分钟,剧情,美国
4273,4273,阿司匹林,7.2,16272,2006,鄢钷,"鄢钷,傅乙轩","曹俊,李娟,梅婷,宋宁峰,潘石屹,王千源,秦海璐,陶虹",92分钟,爱情,中国大陆
4274,4274,救命解药 A Cure for Wellness,7.1,21197,2016,戈尔·维宾斯基,"贾斯汀·海瑟,戈尔·维宾斯基","戴恩·德哈恩,詹森·艾萨克,米娅·高斯,伊沃·南迪,阿德里安·席勒,西莉亚·伊姆里,哈里·格罗内尔,托马斯·诺尔斯特洛姆,阿肖克·曼当那,马格努斯·克雷佩,彼得·本尼迪克,米歇尔·门德尔,玛姬·斯蒂德,克雷格·威尔,大卫·毕逊斯,丽莎·贝恩斯,卡尔·卢波利",146分钟,"悬疑,惊悚","美国,德国"
4275,4275,高海拔之恋Ⅱ,5.9,18709,2012,杜琪峰,"韦家辉,游乃海,陈伟斌,欧文杰","古天乐,郑秀文,高圆圆,黄奕,刘浩龙,王宝强,李光洁,恬妞",112分钟,爱情,"中国大陆,中国香港"
4276,4276,怒火保镖 Wild Card,5.5,12113,2015,西蒙·韦斯特,威廉姆·高德曼,"杰森·斯坦森,迈克尔·安格拉诺,多米尼克·加西亚-洛里多,霍普·戴维斯,米洛·文堤米利亚,马克斯·凯塞拉,斯坦利·图齐,杰森·亚历山大,索菲娅·维加拉,安·海切,弗朗索瓦·温琴泰利,克里斯·勃朗宁,马修·维利希,达文尼亚·麦克法登,迈克尔·帕帕约翰",92分钟,"剧情,动作,犯罪",美国
4277,4277,十七岁的天空 17歲的天空,6.7,17771,2004,陈映蓉,傅睿邨,"杨祐宁,周群达,金勤,张大镛",93 分钟,"喜剧,爱情,同性",中国台湾
4278,4278,狂人皮埃罗 Pierrot le fou,8.3,18269,1965,让-吕克·戈达尔,让-吕克·戈达尔,"让-保罗·贝尔蒙多,安娜·卡里娜,贾泽拉·加瓦尼",110分钟,"剧情,喜剧,爱情,歌舞,犯罪","法国,意大利"
4279,4279,暴力史 A History of Violence,7.4,19433,2005,大卫·柯南伯格,乔什·奥尔森,"维果·莫腾森,玛丽亚·贝罗,艾德·哈里斯,威廉·赫特,艾什顿·霍尔姆斯",96 分钟,"剧情,动作,惊悚,犯罪","美国,德国"
4280,4280,翻译疑云 Les Traducteurs,7.2,22602,2019,雷吉斯·罗因萨尔,"罗曼·康宁,丹尼尔·普雷斯利,雷吉斯·罗因萨尔","朗贝尔·维尔森,欧嘉·柯瑞兰寇,里卡多·斯卡马乔,西瑟·巴比特·科努德森,爱德华多·诺列加,埃里克斯·劳瑟,安娜·玛丽亚·斯图姆,弗雷德里克·周,玛丽亚·莱特,马诺利斯·马诺里斯,萨拉·吉罗多,帕特里克·波查,塞尔盖·内斯特连科,米格伦·米切夫,伊琳娜·穆雷勒,凯斯特·洛夫莱斯,雅各布·乌尔里克·罗曼",105分钟,"悬疑,惊悚","法国,比利时"
4281,4281,火影忍者剧场版：大活剧！雪姬忍法帖！ 劇場版 NARUTO -ナルト- 大活劇!雪姫忍法帖だってばよ!!,6.9,13503,2004,冈村天斋,"岸本齐史,隅泽克之","竹内顺子,杉山纪彰,中村千绘,井上和彦,甲斐田裕子,矶部勉,铃置洋孝,唐泽润,金子力,西川几雄,高濑右光,宝龟克寿,仲野裕,古泽彻,田中完,渡边英雄,高阶俊嗣,细野雅世,重松朋,大塚周夫,石冢英彦,美山加恋",83分钟,"喜剧,动作,动画,冒险",日本
4282,4282,呼吸 숨,7.3,17963,2007,金基德,金基德,"张震,姜仁亨,河正宇,金基德,朴智娥",84分钟,剧情,韩国
4283,4283,秋天的故事 Conte d'automne,8.4,19606,1998,埃里克·侯麦,埃里克·侯麦,"玛丽·里维埃,碧翠丝·罗曼德,艾莉西亚·波特尔,阿兰·利博,迪迪埃·桑德尔,斯特凡·达尔蒙,奥蕾丽雅·阿尔克,马蒂厄·戴夫特,伊夫斯·阿尔克",112分钟,"剧情,爱情",法国
4284,4284,迈阿密风云 Miami Vice,5.7,13337,2006,迈克尔·曼,"迈克尔·曼,安东尼·耶科维奇","科林·法瑞尔,杰米·福克斯,巩俐,娜奥米·哈里斯,塞伦·希德,贾斯汀·塞洛克斯,巴里·沙巴卡·亨利,路易斯·托萨尔,约翰·奥提兹,伊丽莎白·罗德里格斯,多米尼克·隆巴多兹,埃迪·马森,伊萨赫·德·班克尔,约翰·浩克斯,汤姆·托尔斯,托尼·库兰,唐·弗莱,帕沙·D.林奇尼科夫,安娜·克里斯蒂娜·德奥利维拉,Everlayn Borges,马克·麦考利,迈克·普涅夫斯基,欧勒格·塔克塔罗夫,伊兰·克里斯费尔德,Gilbert Quintana,Chris Astoyan,阿什利·阿维斯,Jeannie Belgrave,埃里克·本德罗斯,Robert Berson,塔拉·卡迪纳尔,Alexandra Cheron,Alexander Garcia,Maurice Lavelle,Walter Medina,Stella Oliveros,Danny Pardo,弥敦·罗素,吉米·斯达,乔·维达,Breven Angaelica Warren,温迪·威尔斯·冈克尔,David Danello",134分钟,"剧情,动作,惊悚,犯罪",美国
4285,4285,呼喊与细语 Viskningar och rop,8.7,18061,1972,英格玛·伯格曼,英格玛·伯格曼,"哈里特·安德森,卡莉·西尔万,英格丽·图林,丽芙·乌曼,安德斯·埃克,英加·吉尔,厄兰·约瑟夫森,赫宁·莫里岑,Georg Årlin,Miles Jonn-Dalton,Ingrid Sandell,英格玛·伯格曼,Ingrid Bergman,莱娜·贝格曼,拉尔斯-奥弗·卡尔贝里,Malin Gjörup,Rossana Mariano,林·乌尔曼",91分钟,"剧情,爱情",瑞典
4286,4286,爆裂刑警,7.6,18375,1999,叶伟信,"邹凯光,叶伟信,张问","吴镇宇,古天乐,郑雪儿,罗兰,邹凯光,黄德斌,林美贞,李耀明",92分钟,"动作,爱情,犯罪",中国香港
4287,4287,爱的那点性事 The Little Death,7.4,20865,2014,约什·劳森,约什·劳森,"博亚娜·诺瓦科维奇,约什·劳森,达蒙·海瑞曼,凯特·马尔瓦尼,凯特·波克斯,帕特里克·布拉莫尔,Alan Dukes,丽萨·麦坤,尔琳·詹姆斯,TJ·鲍尔,金·吉尔,拉黑·休姆,Zoe Carides,塔斯尼姆·罗克,本·劳森,Matt Reeder,马修·桑德兰,Stephen James King",96分钟,"喜剧,爱情",澳大利亚
4288,4288,变身超人 變身,6.6,18772,2013,张时霖,"九把刀,张时霖,施名黛,何昕明,李庭瑜","陈柏霖,邱彦翔,郭雪芙,陈庭萱,敖犬,田中千绘,林智文",95分钟,"喜剧,动作",中国台湾
4289,4289,有熊谷守一在的地方 モリのいる場所,8.3,18009,2018,冲田修一,冲田修一,"山崎努,树木希林,加濑亮,吉村界人,光石研,青木崇高,吹越满,三上博史",99分钟,剧情,日本
4290,4290,人参果,8.2,11155,1981,严定宪,"李克弱,严定宪","尚华,杨文远,陈燕华",45分钟,"动画,奇幻,冒险",中国大陆
4291,4291,喋血战士 Bloodshot,5.6,22017,2020,戴夫·威尔逊,"杰夫·瓦德洛,埃里克·海瑟尔,凯文·范霍克","范·迪塞尔,艾莎·冈萨雷斯,萨姆·修汉,托比·凯贝尔,妲露拉·莱莉,拉蒙尼·莫里斯,盖·皮尔斯,悉达尔斯·达南杰,泰勒·迈尔,亚历克斯·安洛斯,克莱德·伯宁,杰里米·博阿多,塔梅尔·伯贾克,亚历克斯·埃尔南德斯,约翰内斯·豪克尔·约翰内森,帕特里克·克尔顿",109分钟,"动作,科幻","中国大陆,美国"
4292,4292,甜蜜的生活 La dolce vita,8.6,18969,1960,费德里科·费里尼,"费德里科·费里尼,恩尼奥·弗拉亚诺,图里奥·皮内利,布鲁内洛·龙迪,皮埃尔·保罗·帕索里尼","马塞洛·马斯楚安尼,安妮塔·艾克伯格,阿努克·艾梅,伊冯·弗奴克丝,玛加莉·诺埃尔,阿兰·居尼,安尼巴莱·宁基,瓦尔特·圣泰索,瓦莱里娅·钱戈蒂尼,里卡尔多·加罗内,伊妲·伽利,Audrey McDonald,波利多尔,Alain Dijon,米诺·多罗,劳拉·贝蒂,尼可,恩佐·塞鲁西科,恩佐·多里亚,恩里科·格洛里,Adriana Moneta,莱克斯·巴克,贾可·塞纳斯,娜迪亚·格雷,Giuseppe Addobbati,Gabriella Andreini,Armando Annuale,詹尼·巴吉诺,伊格纳齐奥·巴尔萨莫,Leonardo Botta,Fabrizio Capucci,阿德里亚诺·塞兰塔诺,Andrea De Pino,Oretta Fiume,妮娜·弗兰克蒂,佛朗哥·贾科比尼,Lily Granado,Sondra Lee,朱利亚娜·洛约迪切,勒妮·隆加里尼",174分钟,"剧情,喜剧","意大利,法国"
4293,4293,德州电锯杀人狂 The Texas Chain Saw Massacre,7.2,16463,1974,托比·霍珀,"托比·霍珀,Kim Henkel","玛丽莲·伯恩斯,阿伦·丹齐格,保罗·A·普泰,威廉·韦尔,特丽·麦克明,埃德温·尼尔,吉姆·西多,贡纳·汉森",83 分钟,"惊悚,恐怖",美国
4294,4294,她不知道名字的那些鸟儿 彼女がその名を知らない鳥たち,6.9,18672,2017,白石和弥,"浅野妙子,沼田真帆香留","苍井优,阿部隆史,松坂桃李,村川绘梨,赤堀雅秋,赤泽瑟丽,中岛书,竹野内丰",123分钟,"剧情,悬疑",日本
4295,4295,不死劫 Unbreakable,6.8,18892,2000,M·奈特·沙马兰,M·奈特·沙马兰,"布鲁斯·威利斯,塞缪尔·杰克逊,罗宾·怀特,斯宾塞·崔特·克拉克,夏莱恩·伍德尔德,伊默恩·沃克,莱斯利·史蒂芬森,Elizabeth Lawrence,劳拉·里根,蔡斯·凯利,迈克尔·凯利,法尔德斯·巴姆,詹姆斯·汉迪,理查德·肯索尔,达米安·杨,M·奈特·沙马兰,Sasha Neulinger,尤基·华盛顿,Todd Berry,茱莉娅·约克斯,约翰·帕特里克·阿梅多利,安东尼博斯克,Chrismandu,詹妮弗·黑尔,娜塔莉·霍尔特曼,Greg Korin,布莱斯·列侬,John Martineau,乔伊佩里洛,Mark Poulton,大卫罗姆,Jonathan Sachar",106分钟,"悬疑,惊悚,犯罪",美国
4296,4296,激辩风云 The Great Debaters,8.3,19770,2007,丹泽尔·华盛顿,罗伯特·艾斯勒,"丹泽尔·华盛顿,内特·派克,朱尼·斯莫利特,丹泽尔·惠特克,杰梅因·威廉姆斯,福里斯特·惠特克,吉娜·拉维拉,约翰·赫德,金伯莉·伊丽丝",126 分钟,"剧情,传记",美国
4297,4297,史崔特先生的故事 The Straight Story,8.6,19747,1999,大卫·林奇,"约翰·罗奇,玛丽·斯威尼","茜茜·斯派塞克,Jane Galloway Heitz,Joseph A. Carpenter,Donald Wiegert,理查德·法恩斯沃斯,丹·弗兰纳里,埃德·格伦南,埃沃雷特·麦克吉尔,凯文·P·法利,约翰·法利,哈利·戴恩·斯坦通",112 分钟,"剧情,传记,冒险","法国,英国,美国"
4298,4298,陆小凤传奇之决战前后,7.5,10725,2007,邓衍成,古龙,"张智霖,何润东,严宽,刘诗诗",85分钟,"动作,武侠,古装",中国大陆
4299,4299,机器纪元 Autómata,6.3,18132,2014,加贝·伊班内兹,"加贝·伊班内兹,伊戈尔·拉格瑞塔,哈维尔·桑切斯·唐纳特","安东尼奥·班德拉斯,迪伦·麦克德莫特,梅兰尼·格里菲斯,比吉特·约尔特·索伦森,罗伯特·福斯特,蒂姆·麦克纳尼,安迪·尼曼,大卫·莱尔,安德鲁·蒂曼,克里斯蒂娜·坎贝尔,克里斯蒂娜·谭,丹尼·基兰,菲利普·罗施,哈维尔·巴登,哈里·阿尼奇金",93分钟(中国大陆),"科幻,惊悚","西班牙,保加利亚"
4300,4300,同谋 同謀,5.0,17692,2013,彭顺,"彭顺,吴孟璋,彭柏成","郭富城,张家辉,江一燕,陈观泰,李晨浩,阿牛,小肥,林威,王骏,梁雅高",102分钟,"剧情,悬疑,犯罪","中国香港,中国大陆"
